	Title	Location	Company	Salary	Synopsis	days since post
664	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            Using Infrastructure as Code (IAC) best practices, create automated infrastructure within AWS, including package management, application load and...	2 days ago
665	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
666	IT Solutions Delivery Manager	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
667	MindSphere Advanced Software Engineer - Charlotte, NC	Charlotte, NC	Siemens	NaN	            We are seeking passionate and enthusiastic Software Engineer to join our Siemens PLM Product intelligence MindSphere Team....	30+ days ago
668	Senior DevOps Engineer - AWS	Charlotte, NC	Siemens	NaN	            Camstar Enterprise Platform is part of the Siemens. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and...	30+ days ago
669	Senior Cloud Software Engineer	Charlotte, NC	Siemens	NaN	            Develop best practices leveraged across Siemens PLM business segments for cloud development and deployment....	7 days ago
670	Senior Research Scientist in Production Systems Design	Charlotte, NC	Siemens	NaN	            Experience in controller ( preferred Siemens product line experience -Simatic, Simotion, Sinumerik). As a global technology company, Siemens is rigorously...	30+ days ago
671	Principal Solution Architect or Solutions Architect - Manufa...	Charlotte, NC	Siemens	NaN	            Experience or familiarity with AJAX controls, Windows Communication FoundationSiemens Camstar Designer, Siemens Camstar Portal Studio, XSLT, Object Oriented...	30+ days ago
672	Service Technician - HVAC/Building Automation	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	30+ days ago
673	Sr Electrical Engineer	Wendell, NC 27591	Siemens	NaN	            Treat all Siemens information and customer information in a confidential manner. As a global technology company, Siemens is rigorously leveraging the advantages...	29 days ago
674	Sr. Project Manager - Building Automation/HVAC	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	22 days ago
675	IT Business Analyst 4 - Workforce Management/Contact Center...	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
676	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
677	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
678	IT Solutions Delivery Manager	Cary, NC	        Siemens	NaN	            Provision of advice on any aspect of acquiring resources, including employees, consultants and contractors. Are you ready to lead a diverse team of technical...	30+ days ago
679	MindSphere Advanced Software Engineer - Charlotte, NC	Charlotte, NC	        Siemens	NaN	            Design, develop, modify, and implement software programming for. Bachelorâ€™s or Masterâ€™s degree in Engineering, IT, computer science,....	30+ days ago
680	Senior DevOps Engineer - AWS	Charlotte, NC	        Siemens	NaN	            7+ yearsâ€™ experience in technical development or engineering position. Siemens PLM Software, a Plano, Texas-based business unit of the Digital Factory Division,...	30+ days ago
681	Senior Cloud Software Engineer	Charlotte, NC	        Siemens	NaN	            You will work with technical leaders to refine our technical direction, and own design, implementation, and operation of core services, which support all...	7 days ago
682	Senior Research Scientist in Production Systems Design	Charlotte, NC	        Siemens	NaN	            You will be leading our research activities focused at applying design and manufacturing feedback techniques for engineering and manufacturing workflows or...	30+ days ago
683	Principal Solution Architect or Solutions Architect - Manufa...	Charlotte, NC	        Siemens	NaN	            Bachelorâ€™s degree in Computer Science, or related technical or engineering field. Responsibilities include but not limited to analysis and design of object...	30+ days ago
684	Service Technician - HVAC/Building Automation	Morrisville, NC	        Siemens	NaN	            Individual must possess a valid Driverâ€™s license in good standing. May coordinate electrical installation with electrical contractor at job site as required....	30+ days ago
685	Sr Electrical Engineer	Wendell, NC 27591	        Siemens	NaN	            Electrical design/drafting experience with Engineering Base (Microsoft Visio) and/or AutoCAD Electrical and/or Promis.e wiring diagram software....	29 days ago
686	Sr. Project Manager - Building Automation/HVAC	Morrisville, NC	        Siemens	NaN	            Individual must possess a valid Driverâ€™s license in good standing. Associates degree or equivalent with an emphasis in a technical field....	22 days ago
687	IT Business Analyst 4 - Workforce Management/Contact Center...	Cary, NC	        Siemens	NaN	            Field or backend Call Center environments. Develop a comprehensive requirement specifications that will determine the estimate of cost, time and resources to...	30+ days ago
688	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	        Siemens	NaN	                            BS degree in Mechanical and/or Manufacturing Engineering, Computer Science,. Make technical recommendations and implement overall system design of the...	Nan
689	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	        Siemens	NaN	                            Experience with design, develop, and configuration of information security tools. Contribute to Operations strategy planning, design, implementation and...	2 days ago
690	IT Solutions Delivery Manager	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
691	Senior Research Scientist in Production Systems Design	Charlotte, NC	Siemens	NaN	            Experience in controller ( preferred Siemens product line experience -Simatic, Simotion, Sinumerik). As a global technology company, Siemens is rigorously...	30+ days ago
692	Senior Cloud Software Engineer	Charlotte, NC	Siemens	NaN	            Develop best practices leveraged across Siemens PLM business segments for cloud development and deployment....	7 days ago
693	Senior DevOps Engineer - AWS	Charlotte, NC	Siemens	NaN	            Camstar Enterprise Platform is part of the Siemens. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and...	30+ days ago
